,speech,Topic,Name,Representation,Top_n_words,Probability,Representative_document,speech_id
290675,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.416349828,TRUE,1080194356
291359,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.844193681,TRUE,1080171357
292439,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.689861114,TRUE,1080133326
293757,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1080198386
295488,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.692948323,TRUE,1090017981
296336,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.837528093,TRUE,1090017959
297669,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090017956
298731,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.12030482,TRUE,1090033976
299003,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.99521164,TRUE,1090085007
301649,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.900738363,TRUE,1090022171
305202,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090021410
306072,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.600602643,TRUE,1090063303
310625,"I thank the Chair. Mr. President. I have come to the floor to briefly discuss this amendment that has been offered by the Senator from New Hampshire and others and tell the Senate this is opening the door to a whole series of agreements that were made in previous Congresses and approved by the President. and it is a subject I intend to debate at length. I will tell the Senate a little bit of history tonight and take an opportunity to more subsequently discuss this issue-. This amendment that has been offered will prevent the use of Federal funds to plan. design. study. or construct new forest development roads in the Tongass. The Tongass National Forest is our largest national forest. It has a southern division and a northern division. When I came to the Senate. the harvest level was about 1.5 billion board feet a year from the total Tongass. In subsequent years it has been under attack severely. until today I think it is less than 17 percent of the Tongass is available for harvesting timber. This amendment discriminates against Alaska. There are national forests in many States and the Forest Service spends a lot of money on forest roads. but this would say that only in Alaska can the Forest Service be prohibited from spending money for forest roads. Let me go back a little bit in the history. I am gathering the information we need to address the matter in depth tomorrow and subsequently. This area is not unique in the sense of timber harvest. The Forest Service follows about the same regulations in Alaska they would in any other national forest. The difference is that we had. in 1980. the Alaskan National Interests Conservation Land Act which withdrew a great portion of this forest from any future harvesting of timber. then after that we had the Tongass Timber Reform Act which further limited the amount that could be harvested from the Tongass. and then we had the enormous dispute over roads in the Tongass. This is another way to limit the development of Alaskas timber because of the policies of our national Government with regard to harvesting the national forests. The debate over forest roads also has included the question of the provisions in the 1980 act which prohibited any further withdrawal of Alaskas lands without prior approval of the Congress. This is an amendment that looks as if there is an economic concept involved. but really it is one of the goals of those who want to limit further use of the Tongass to produce timber. Regarding the.roadless concept. they tried to apply it to our national forests. the Tongass National Forest. Because of the provisions in the 1980 act which prohibit further withdrawals of Alaskas land without prior approval of the Congress. that concept did 4ot get applied to the Tongass. The last President did issue an Executive order which purported to change that. but that has been rescinded as that was an error on the part of the last administration. We are operating under the basis that there could be roads built in the portions of the Tongass that have not been withdrawn. The problem is this: The cost of developing roads in Alaska are different from other States. In most States. there is a road infrastructure in the area that surrounds the national forest. As a matter of fact. most national forests have a Federal highway going right through them. Southeast Alaska has no roads. It is an island community. There is no connection between those islands. There is no attempt to build a highway system in southeast Alaska. As amatter of fact. our capital city has no roads that can be used to enter Juneau from another area. I think it is the only capital you can reach only by boat or air. There is no way to drive to our capital because it is on one of the islands I am talking about. When we look at the situation of southeast Alaska. we have to realize one of the costs of developing a timber industry in southeast Alaska is building roads on islands on which there are no roads. They are temporary roads built under specification of the Forest Service and designed to become wilderness. in effect. once the regrowth is commenced. What I am saying is. once the timber is harvested. the natural product of what we call the ""slash"" that comes from developing and cutting the timber is laid across the ground. and within a very few years that area will be totally grown over again. In most instances. we will not find the roads because they have been eliminated by regrowth. I invite everyone to take a look at Admiralty Island. across from Juneau. That at one time -was cut for timber and now is regrown to such an extent that it has been named a wilderness area. It is the only area in the country that is a wilderness area despite .the. fact that its timber was once cut. As we get the information I am seeking from the Forest Service and from other agencies. I want to demonstrate to the Senate that the only way to be able to harvest the timber we are entitled to harvest. is to follow the process the Forest Service itself has selected: that is. that it build the forest -roads. As it selects an area for timber harvest. it will build the roads. and the purchaser of the timber will agree to pay the cost of those roads as part of the cost of the contract to harvest the timber. As time has passed and many of our areas have been selected for harvest in the area set aside for timber production nowI remind the Senate that well over threefourths of the Tongass has been set aside as national parks. wild and scenic rivers. forest wilderness. and is not available for any kind of timber harvest. In the areas where it was agreed timber harvests would be permitted. the Forest Service builds these roads and uses the funds we appropriate for that purpose. and those funds are repaid by the person! who harvests the timber. As time has passed. the challenges from the environmental organizations of the country. the environmental costs. the environmental impact statements. and "" oftenrepeated environmental impact statements. have added up to the fact that some assert that this is not a profitable endeavor. for the Federal Government to allow timber to be harvested in the Tongass. But they forgetand that is why I am herethey forget there was an understanding and a commitment that a portion of this area would be available for timber harvest. That is one of the local products that is a renewable resource. The cutting cycle in our timber area is over 100 years. It means an area harvested this year will not be put up for sale for 100 years. Under the circumstances. to have a provision that * says the roads that are to be built would be built by an individual in advance of getting a contract for timber harvesting means that great speculation would enter into this industry. It would also mean that the decision would be made by nonresidents of the area. speculators. Currently our log: ging industry is a local industry. They are small logging companies. They log small areas on the islands at a competitive bid to obtain the right to harvest that timber. This is nota case of wasting Federal money. Those who are approaching it from the point of view. saying the Federal Government should not spend this money. do not realize the best way to develop this timber industry was to have roads built by a Federal agency. designed by a Federal agency. and constructed for the safety not only of the people who are going to be working in the area but also for the protection of other resources such as the fish and wildlife resources of the area. The problem for a person who wants to harvest this area is overwhelming if they have to make the decision of where the road should go because there is so much interFederalagency consultation going into the harvests. these roads for timber harvest. that it would be almost impossible for a private sector person to be able to get to the point where there would be approval for the location of the road. The design is determined by the Federal Government. the location is determined by the Federal Government. the safety features are determined by the Federal Government. and the purchaser of the timber has agreed to pay the costs. The way it is done right now is in the best way. in the interests of the environment. and the interest of the people of the area. Once the roads are built. it is possible for the local people to be able to bid to harvest the timber and to make it available to the international community. By Federal law. we do not export this timber. It must be sold in the United States. This is from Federal land. and therefore is subject to the Federal law that prohibits the export of this timber. It is a forest product that would be worth a great deal more if it could be exported. But it is not. Some of the Nativeowned timber is. exported. but the timber from the Federal lands is not exported. The main reason I am here ig to ask the Senate to think about this. This is a provision that applies only in the Tongass National Forest of Alaska. Why not the rest of the country? Why not the forests in New Hampshire? There is a forest in New Hampshire. What about the forests of other areas of the country? I am considering offering a seconddegree amendmentI understand seconddegree amendments will be in order and are in orderto apply it to the whole country. Ab6ve all. what about the commitment made to Alaska when so much of Alaska was withdrawn? In 1980. the law that was passed we called the Alaska National Interests Land Conservation Act which withdrew over 100 million acres. That was a hardfought battle that lasted .7 years in this Senate. We finally reached a conclusion that many of my constituents disagreed with. that in order to go forward with our economy and in order to go forward with our relationship with the Federal Government. we agreed to that act. It became -law despite the fact that so many people disagreed with it because it did have some commitments to Alaska. This is one of the commitments. that the areas that were not set aside would be subject to harvest by the timber industry under the concepts that existed at the time. Now if we come along and change those concepts and say you cannot use Federal funds -in the beginning. it means we will have to go back and fashion a basic Federal law that deals with the investment of private funds in thos6 roads before the decision has been madeit is almost impossible for anyone to conceive building roads in an area before the final decision has been made that the timber can be harvested. The decision used to be made just by the Forest Service. but it is made by the courts now. Every single sale has gone to court repeatedly. Two years ago. I had an amendment to limit the amount of time that could b e taken in those appeals. That is an issue that needs to be examined. But very clearly. the concept of using this approach that none of the funds available in this act may be used for the development of the these roads is another way to make the area wilderness. This is a wilderness bill. This is not an economic amendment. This is an amendment to assure that the commitment was made to us that a portion of the timber in the Tongass could be harvested. This will be reneging on that commitment. There is no way now for us to proceed with this type of road construction until we identify the purchaser of the timber. and. there is no way really to get to the point of purchasing the timber until the roads are created. There are no roads available in the area except the ones to be constructed by the logging company that will cut the timber. I am sure the sponsors of this amendment do not realize what they are setting in motion. They are setting in motion a total block to development of the Tongass and a total reneging on the commitment that was made to our State that timber in this area would be subject to harvest. I hope to have an amendment that will make this apply to the whole country. I also have an amendment that I would want the Senate to consider. and that is that there should be a study made of the developing of these roads in the f<orest system. and that there be a report on a new process to develop roads in the units of the National Forest System if we are not to use Federal funds to build the roads. Again I say. from the point of view of safety. from the point of view of consistency as far as environmental protection. having the Forest Service build the roads in the areas that they agree to be available for timber harvesting is the best way we have devised so far. This concept. if it is to be studied. it ought to be studied throughout the whole National Forest Service System. not just my State. not just our State. I do think there is a great deal more to this debate that needs to be brought up to the Senate. But above all. people have asked: Why dont we just have a vote? The main reason is I think there are Senators- here who really do not know the history of the development of this relationship between Alaska and the Federal Government with regard to the resources of our State. If you look at the 1980 act that withdrew over 100 million acres. you will find that because of those withdrawals you cannot build a northsouth road in Alaska. You cannot build an eastwest road in Alaska. There is no way to get through the various passes and across the rivers where you should be able to do it because withdrawals were made for national parks. wild and scenic rivers. There are a whole category of withdrawals to prevent that kind of development. There actually was a Senator on the floor of the Senate at one time who said our whole State should be made a national park and we should not be allowed to develop any portion of it. Our State is onefifth the size of the United States. It is as big as at least 20 of the 48 States of what we call the South 48. We are entitled to a lifestyle. We are entitled to be treated as a State. We fought long and hard to become .a State. What we are seeing here is this inching away from being treated as a State. This amendment only applies to Alaska. Of all the units of the forest system in the United States. it would only apply to Alaska. I think that type of discrimination should be reason enough for any Senator to vote against this amendment. But above all. I do hope the Senate will take time with us. My colleague. Senator MURKOWSKI. will be with me tomorrow. and we will discuss this amendment at length. Right now. I just have to express my deep disappointment in an amendment of this type. I cannot conceive of offering an amendment to discriminate against another State. We sought to become a member of this Union because we thought we would be equal to other States. We have witnessed. time and time again. this attitude of people from other parts of the country that we are not entitled to the same rights as other Americans in terms of our relationship to the Federal Govarnment. I think this is an area that needs examination. And it needs understanding. I cannot recall since I have been here holding up an appropriations bill. This one I do think is going to be held up. I want the Senate to know that I have a whole series of amendments that will be offered to this amendment. I do not take lightly the attack on our State. a discriminatory attack on Alaska. There are few Senators who have been privileged to be part of a battle for statehood for their State who end up on the floor of the Senate. I think one of my d)uties as a Senator for Alaska is to see to it that we are not discriminated against. And this is a discriminatory amendment. one that really disturbs me. as I have indicated. greatly. I do hope those who come from States that have national forests will examine the practices in their States. One of the strange things about this is we have inquired from the Forest Service about the money they are spending for roads in each of the forests. The way they handle the money. it is not too easy to find out how much money is being spent in each of the forests. But clearly we know there are forest roads being built in the national forests in other States. I believe the Senate should understand the gravity of this kind of discrimination against my State. I am not offering these amendments yet because*I want to confer with my colleague who went home this past weekend since there are no votes today. I will be here tomorrow to try to explain further our amendments. But I do want to explain to my friends who are the managers of this bill. I hope they will not become overly disturbed with us. But we want to find some way to convince the Senate not to discriminate against our State. If there is some change that should be made to forest roads. it should apply to all forests. And if there is some concept of making a decision with regard .to the economics of this aspect of this. lets decide what to do with the Forest Service altogether. not just the Forest Service that applies to Alaska. I close with what I started. Last year. I think we harvested less than 200 million board feet of timber. less than oneseventh of what was harvested the year I came to the Senate. Successive Congresses have found ways to whittle away. whittle away. whittle away at our ability to use the resources of our State. I think this is a time to ask the Senate to pause and consider that. I yield the floor.",2643,2643_tongass_roadless_timber_forest,"['tongass', 'roadless', 'timber', 'forest', 'roads', 'logging', 'forests', 'inventoried', 'harvest', 'harvesting']",tongass - roadless - timber - forest - roads - logging - forests - inventoried - harvest - harvesting,1,TRUE,1090048218
311283,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.266146382,TRUE,1090061773
314312,Mr. President. I would like to announce for the information of the Senate and the public that a heating has been scheduled before the Subcommittee on Public Lands and Forests of the Committee on Energy and Natural Resources. The hearing will be held on Wednesday. May 11. 2005. at 2 p.m.. in Room SD366 of the Dirksen Senate Office Building. The purpose of the hearing is to receive testimony on S. 100..to authorize the exchange of certain land in the State of Colorado. S. 235 and H.R. 816. to direct the Secretary of Agriculture to sell certain parcels of Federal land in Carson City and Douglas County. NV. S. 404. to make a technical correction relating to the land conveyance authorized by Public Law 10867. S. 741. to provide for the disposal of certain Forest Service administrative sites in the State of Oregon. and for other purposes. S. 761. to rename the Snake River Birds of Prey National Conservation Area in the State of Idaho as the Morley Nelson Snake River Birds of Prey National Conservation Area in honor of the late Morely Nelson. an international authority on birds of prey. who was instrumental in the establishment of this National Conservation Area. and for other purposes. and H.R. 486. to provide for a land exchinge involving private land and Bureau of Land Management land in the vicinity of Holloman Air Force Base. NM. for the purpose of removing private land from the required safety zone surrounding munitions storage bunkers at Holloman Air Force Base. Because of the limited time available for the hearing. witnesses may testify by invitation only. However. those wishing to submit written testimony for the hearing record should send two copies of their testimony to the Committee on Energy and Natural Resources. United States Senate. Washington. DC. 205106150.,4887,4887_conveyance_land_sd366_dirksen,"['conveyance', 'land', 'sd366', 'dirksen', 'purposes', 'convey', 'testimony', 'forest', '202', 'hearing']",conveyance - land - sd366 - dirksen - purposes - convey - testimony - forest - 202 - hearing,0.846988685,TRUE,1090026737
317369,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090018035
321309,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.833156178,TRUE,1090046604
322357,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.550551365,TRUE,1090075666
322366,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.471132168,TRUE,1090081682
323373,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090076795
324208,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.905228255,TRUE,1090026245
328136,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090081678
330544,"Mr. President. I am pleased to join my colleague. Senator COLLINS. in introducing the ""Chemical Facility AntiTerrorism Act of 2005. I am also delighted that Senators COLEMAN. LEVIN. and CARPER will be joining us on this bill. This bill is the product of extensive work in the Homeland Security and Governmental Affairs Committee to explore the risks of a possible terrorist attack on our chemical facilities. as well as the best means to guard against those risks. Since 911 opened our eyes to the threats we face on U.S. soil from Islamist terrorist groups. we have moved to improve security for many of the critical elements of our society and economy. But somehow 4e have not yet protected one of our greatest vulnerabilities the chemical sector. Chemicals are vital to many of the processes that feed us. heal us. and power our economy: Yet the very pervasiveness of the chemical sector makes it vulnerable to terrorism. Thousands of facilities throughout the country use or store lethal materials. often near large population centers. We know that terrorists are interested in targeting these facilities. The Congressional Research Service reports that during the 1990s. both international and domestic terrorists attempted to use explosives to release chemicals from manufacturing and storage facilities close to population centers. The Justice Department in 2002 described the threat posed by terrorists to chemical facilities as ""both real and credible."" for the foreseeable future. Former White House Homeland Security Advisor Richard Falkenrath this spring told the Homeland Security and Governmental Affairs Committee that although chemical facilities are a most serious homeland security vulnerability. the Federal Government has done almost nothing to secure them. Homeland Security expert Steve Flynn likened the Nations 15.000 chemical facilities to ""15.000 weapons of mass destruction littered around the United States."" Fortunately. the responsible players in the chemical industry have not waited for Federal legislation. and some of the leading trade groups have begun their own security programs or participated in some voluntary efforts led by DHS. Some chemical facilities are also subject to security regulation under the Maritime Transportation Security Act or the Bioterrorism Act of 2002. Yetthese programs do not reach the full range of security matters addressed at the committees hearings and in this legislation. More significant. far too many facilities that use extremely hazardous chemicals remain entirely outside the patchwork of laws. regulations. and selfprotection now in place. For several years. legislation to require security enhancements at these chemical sites has foundered in Congress. bereft of true administration support or Congressional consensus. But I am hopeful that today marks a turning point that will culminate in successful passage of a robust chemical security bill. First. the Homeland Security and Governmental Affairs Committee has worked on a bipartisan basis to build a foundation for this effort: through four hearings that explored the issues and possible solutions regarding chemical site security and through collaboration on this legislatidn that has already won strong bipartisan support on our Committee. Second. DHS has now clearly statedin testimony to our committeethat -the current voluntary efforts are not sufficient and that the Department needs new legislative authority to regulate chemical site security. Third. responsible segments of the chemical industrysuch as the American Chemistry Councilhave recognized the need for a comprehensive national program to ensure adequate security across the entire chemical sector and called for Federal legislation. I welcome this engagement by industry and believe we can work together with them. as well as the administration. and all who are concerned about security. to forge an effective national program. This legislation is a forceful but pragmatic response to the challenge of chemical site security. It directs its greatest force and focus to those facilities that pose the highest risk in terms of potential loss of human life or other catastrophic results. It authorizes the Department. of Homeland Security to initiate a thoroughgoing security program for thousands of critical chemical sites around the country. The Secretary. would identify which facilities pose a meaningful risk due to terrorism concerns.- and then require these facilities to conduct a vulnerability assessment and prepare a security plan and emergency response plan to address the results of this vulnerability analysis. Facilities within the program would submit these assessments and plans to DHS for review and approval. DHS would then work with the facilities to ensure the plans. and implementation. are adequate. Under a tiered system of requirements. those facilities that pose the greatest risk would face the most stringent security requirements as well as a speedier and more rigorous DHS review. The bill includes civil and criminal penalties for noncompliance and. ultimately. facilities may be ordered to shut down if they do not comply with DHS orders. This legislation recognizes that facilities will need flexibility to achieve security in the most efficient and effective manner. The bill also recognizes the work of the responsible chemical companies within the chemical sector and does not force those facilities to reinvent the wheel. Instead. the bill ensures that so long as an alternative security programs assessments and plans meet the bills core requirements for vulnerability assessments and site security plans. facilities operating under those alternative security programs can submit these assessments and plans under the DHS program. However. where the assessments and plans do not meet the bills core requirements. the Secretary will require appropriate modifications. Finally. the Secretary will judge all assessments and plans against the regulations promulgated under this bill. ?This legislation also recognizes that sometimes the best security will come not from adding guards and gates but from reexamining the way chemical operations are carried out in order to reduce the amount of hazardous substances on site. improve the way they are stored or processed or find safer substitutes for the chemicals. themselves. These changes serve to make a facility less inviting as a target for terrorists. as well as limiting the loss of life or other damage if an attack does take place. They also have the added benefit of limiting the harm from an accidental release. This bill clearly requires facilities to look at the risks and consequences related to the dangerous chemicals on site and address those specific vulnerabilities in their security plan. And it -includes these .process changes among the menu of security measures that chemical facilities should examine when designing their security plans. We know that many facilities.-and many security experts. already look to these less dangerous technologies as a potent and costeffective way to improve security against a possible terror attack. But we also know that. for some facilities. there can be reluctance or structural impediments to looking at these technological solutions. That is why I feel. this bill should go further and include more explicit requirements for chemical facilities to consider less dangerous technologies when they make the security enhancements required under this bill. In particular. the riskier facilitiessome of which could .endanger tens or hundreds of thousands of lives if attackedshould have to demonstrate that they have looked closely at options that would reduce the catastrophic consequences of a possible terrorist attack. We had a powerful example of such an adjustment close by: after 911 focused our attention on potential targets in our midst. Washington DCs water treatment facility ended the use of its potentially deadly liquid chlorine. This is not a question of forcing industry to conduct its operations off a Governmentissued playbook. Companies would analyze for themselves whether there are less dangerous ways to conduct their business and would not be forced to implement any changes that were not feasible. But given the extraordinary risks involved. it makes little sense not to require companies to at least take a long hard look at some of the commonsense solutions that have been advocated or already adopted by others within the industry. Therefore. as this bill advances. I will seek to. strengthen the requirements for facilities to carefully consider these safer technologies as a means to greater security. The bill creates structure within DHS to oversee this regulatory pro.gram and a regional network to help implement its provisions. particularly to help ensure adequate emergency response capabilities in the event of an attack on a chemical facility. There are also provisions to safeguard sensitive information that DHS receives from the chemical facilities. while at the same time requiring DHS to share and disclose information necessary for public safety and public accountability. Thebill does not affect chemical facilities obligations to make information available to the public under righttoknow laws or other regulatory programs. and it establishes a secure channel by which members of the public can submit information about potential problems regarding the security of chemical facilities. This bill also recognizes that Congress is not the only body that can and should help ensure the safety and sectirity of the Nations chemical facilities. States and localities have long regulated such facilities for various safety and environmental concerns. Since 911. some States have also moved to require security improvements at these facilities. These State and local protections are critical adjuncts to our effort at the Federal level. and I am pleased that this bill states clearly that it does not preempt State and local laws or regulations regarding the safety and security of chemical facilities. States and localities are free to enact more stringent chemical security legislation. Only if there is an absolute conflict. such that it is impossible for a facility to comply with both the Federal law and a State or local law or regulation on chemical security. would the Federal provision take precedence. The bill would not disrupt State and local safety and environmental law regarding chemical facilities. nor does it dislodge or alter the operation of State common law with respect to such facilities.",2855,2855_chemical_facilities_plants_chemicals,"['chemical', 'facilities', 'plants', 'chemicals', 'cfats', '4007', 'vulnerability', 'dhs', 'plant', 'vulnerabilities']",chemical - facilities - plants - chemicals - cfats - 4007 - vulnerability - dhs - plant - vulnerabilities,0.454387222,TRUE,1090102336
333395,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1090052677
334820,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.357104164,TRUE,1090022264
338582,"Mr. Speaker. today I am introducing the ""Higher Education Sustainability Act of 2005."" which would authorize $50 million for 25 Sustainability Education Programs across the country to develop and implement integrated environmental. economic. and social sustainability programs. Each Sustainability Program will focus on multidisciplinary research. education. and outreach at institutions of higher education. Sustainable development practices are being advanced b. hundreds of U.S. cities and companies and through a variety of international agencies including the United Nations and the World Business Council for Sustainable Development. As population growth. urban development and extreme weather incidents place great stress on ecosystems around the globe. the need for developing innovative and successful sustainable development practices becomes critical to sustaining our economic competitiveness. improving our environmental health and creating more livable communities. In my home State of Oregon. we have many great examples of sustainable development and livable communities. Portland State University. located in my hometown. provides an excellent example of how to incorporate sustainability throughout the curriculum. Faculty from the departments of social sciences. life sciences. physical sciences. humanities. as well as the professional schools have been working to incorporate sustainability principles in their coursework and research. Portland State Universitys Sustainability Initiative has placed a high priority on Green Buildings on campus that use smart technology to improve operational performance and produce significant savings. The City of Portland awarded PSUs. Stephen Epler Residence Hall and Broadway Housing with the Businesses for an Environmentally Sustainable Tomorrow award for sustainable stormwater management. The Epler buildings harvests rainwater from the roof for use in restrooms and features lowflow water fixtures for showers and toilets resulting in cost savings of $5.000 each year. The Broadway Housing features 20.000 square feet of an ""ecoroof."" one of the largest in a dense urban environment. Faculty and students designed a monitoring program to measure impacts of the ecoroof and preliminary studies show a 21 percent reduction in runoff. This is an exemplary example of how faculty uses the buildings as real laboratories. These innovations are just a few among many that are already underway in colleges and universities across the nation. This legislation will ensure that we can extend these innovations to institutions of higher learning across the country. I look forward to working with my colleagues to pass this bill and make a commitment to making our educational communities more sustainable and livable.",2761,2761_environmental_sustainability_steinbrenner_farmingdale,"['environmental', 'sustainability', 'steinbrenner', 'farmingdale', 'green', 'ecklund', 'apecs', '3036', 'ohlone', 'sustainable']",environmental - sustainability - steinbrenner - farmingdale - green - ecklund - apecs - 3036 - ohlone - sustainable,0.91470502,TRUE,1090056124
